Task,Accuracy,F1 Score,Precision,Recall,Num -1 Responses,Dataset
domain-complex-free (Product),0.962,0.8253319713993871,0.8434237995824635,0.808,0,wdc-fullsize
domain-simple-free (Product),0.9622222222222222,0.8268839103869654,0.8423236514522822,0.812,0,wdc-fullsize
domain-complex-force (Product),0.962,0.8256880733944955,0.841995841995842,0.81,0,wdc-fullsize
domain-simple-force (Product),0.9617777777777777,0.8241308793456033,0.8430962343096234,0.806,0,wdc-fullsize
domain-complex-free (Product),0.9874739039665971,0.9408866995073891,0.955,0.9271844660194175,0,abt-buy-full
domain-simple-free (Product),0.9869519832985386,0.9388753056234719,0.9458128078817734,0.9320388349514563,0,abt-buy-full
domain-complex-force (Product),0.9874739039665971,0.9408866995073891,0.955,0.9271844660194175,0,abt-buy-full
domain-simple-force (Product),0.9864300626304802,0.9359605911330049,0.95,0.9223300970873787,0,abt-buy-full
domain-complex-free (Product),0.907108591365024,0.6718027734976888,0.5253012048192771,0.9316239316239316,0,amazon-google-full
domain-simple-free (Product),0.8992586131705189,0.6505295007564297,0.5035128805620609,0.9188034188034188,0,amazon-google-full
domain-complex-force (Product),0.9027474923680767,0.6646616541353384,0.5127610208816705,0.9444444444444444,0,amazon-google-full
domain-simple-force (Product),0.9031836022677715,0.6595092024539877,0.5143540669856459,0.9188034188034188,0,amazon-google-full
domain-complex-free (Product),0.9243533430941923,0.6881287726358148,0.5625,0.8860103626943006,0,walmart-amazon
domain-simple-free (Product),0.9233772571986335,0.6841046277665996,0.5592105263157895,0.8808290155440415,0,walmart-amazon
domain-complex-force (Product),0.9224011713030746,0.6813627254509018,0.5555555555555556,0.8808290155440415,0,walmart-amazon
domain-simple-force (Product),0.9224011713030746,0.6774847870182555,0.5566666666666666,0.8652849740932642,0,walmart-amazon
domain-complex-free (Product),0.9886777193691872,0.9694323144104804,0.940677966101695,1.0,0,dblp-acm
domain-simple-free (Product),0.9886777193691872,0.9692982456140351,0.9444444444444444,0.9954954954954955,0,dblp-acm
domain-complex-force (Product),0.9862515163768703,0.9627192982456141,0.938034188034188,0.9887387387387387,0,dblp-acm
domain-simple-force (Product),0.9878640776699029,0.9671052631578947,0.9423076923076923,0.9932432432432432,0,dblp-acm
domain-complex-free (Product),0.9568094740508534,0.8884892086330936,0.8561525129982669,0.9233644859813084,0,dblp-scholar
domain-simple-free (Product),0.9521072796934866,0.8750567923671059,0.8514588859416445,0.9,0,dblp-scholar
domain-complex-force (Product),0.9545454545454546,0.8819538670284939,0.8545135845749343,0.9112149532710281,0,dblp-scholar
domain-simple-force (Product),0.9515848136537791,0.8727106227106227,0.855475763016158,0.8906542056074767,0,dblp-scholar
