Task,Accuracy,F1 Score,Precision,Recall,Num -1 Responses,Dataset
domain-complex-free (Product),0.8360226777147841,0.5065616797900262,0.36553030303030304,0.8247863247863247,0,amazon-google-full
domain-simple-free (Product),0.8582642825992151,0.5283018867924528,0.4,0.7777777777777778,0,amazon-google-full
domain-complex-force (Product),0.8089838639337112,0.48226950354609927,0.3333333333333333,0.8717948717948718,0,amazon-google-full
domain-simple-force (Product),0.8543392935019625,0.5088235294117647,0.38789237668161436,0.7393162393162394,0,amazon-google-full
domain-complex-free (Product),0.9442222222222222,0.7584215591915303,0.7309833024118738,0.788,0,wdc-fullsize
domain-simple-free (Product),0.9488888888888889,0.7672064777327935,0.7766393442622951,0.758,0,wdc-fullsize
domain-complex-force (Product),0.9455555555555556,0.7664442326024785,0.73224043715847,0.804,0,wdc-fullsize
domain-simple-force (Product),0.9468888888888889,0.7578520770010132,0.7679671457905544,0.748,0,wdc-fullsize
domain-complex-free (Product),0.964509394572025,0.8475336322869955,0.7875,0.9174757281553398,0,abt-buy-full
domain-simple-free (Product),0.9613778705636743,0.8229665071770335,0.8113207547169812,0.8349514563106796,0,abt-buy-full
domain-complex-force (Product),0.9603340292275574,0.8354978354978355,0.75390625,0.9368932038834952,0,abt-buy-full
domain-simple-force (Product),0.965553235908142,0.8457943925233645,0.8153153153153153,0.8786407766990292,0,abt-buy-full
domain-complex-free (Product),0.9116642264519278,0.6471734892787524,0.51875,0.8601036269430051,0,walmart-amazon
domain-simple-free (Product),0.9194729136163983,0.6583850931677019,0.5482758620689655,0.8238341968911918,0,walmart-amazon
domain-complex-force (Product),0.9043435822352367,0.6383763837638377,0.49570200573065903,0.8963730569948186,0,walmart-amazon
domain-simple-force (Product),0.9062957540263543,0.6097560975609756,0.5016722408026756,0.7772020725388601,0,walmart-amazon
domain-complex-free (Product),0.8159177986764193,0.6207391460351632,0.5037856726849156,0.8084112149532711,0,dblp-scholar
domain-simple-free (Product),0.8052943225357019,0.5995702005730659,0.48606271777003485,0.7822429906542057,0,dblp-scholar
domain-complex-force (Product),0.73075583420411,0.543144208037825,0.39714779602420053,0.8588785046728972,0,dblp-scholar
domain-simple-force (Product),0.8059909439219785,0.6029935851746258,0.4873271889400922,0.7906542056074767,0,dblp-scholar
domain-complex-free (Product),0.85321471896482,0.7012345679012346,0.5525291828793775,0.9594594594594594,0,dblp-acm
domain-simple-free (Product),0.8479579458147999,0.6938110749185668,0.5433673469387755,0.9594594594594594,0,dblp-acm
domain-complex-force (Product),0.7541447634452082,0.5880758807588076,0.42054263565891475,0.9774774774774775,0,dblp-acm
domain-simple-force (Product),0.8394662353416903,0.6841686555290374,0.5289052890528906,0.9684684684684685,0,dblp-acm
