Task,Accuracy,F1 Score,Precision,Recall,Num -1 Responses,Dataset
domain-complex-free (Product),0.966841892438334,0.9154639175257732,0.844106463878327,1.0,0,dblp-acm
domain-simple-free (Product),0.9725030327537404,0.9288702928870293,0.8671875,1.0,0,dblp-acm
domain-complex-force (Product),0.9559239789729074,0.8906720160481444,0.8028933092224232,1.0,0,dblp-acm
domain-simple-force (Product),0.9652244237767893,0.9117043121149897,0.8377358490566038,1.0,0,dblp-acm
domain-complex-free (Product),0.8951584813653779,0.7762081784386617,0.6444444444444445,0.9757009345794393,0,dblp-scholar
domain-simple-free (Product),0.900208986415883,0.7833648393194707,0.6577777777777778,0.9682242990654205,0,dblp-scholar
domain-complex-force (Product),0.859108324625566,0.7203594884203249,0.5715852989577619,0.9738317757009346,0,dblp-scholar
domain-simple-force (Product),0.877917102055033,0.7464737793851718,0.6088495575221239,0.9644859813084112,0,dblp-scholar
domain-complex-free (Product),0.9357777777777778,0.7700875099443119,0.6393659180977543,0.968,0,wdc-fullsize
domain-simple-free (Product),0.9388888888888889,0.7791164658634538,0.6510067114093959,0.97,0,wdc-fullsize
domain-complex-force (Product),0.9315555555555556,0.7597503900156006,0.6227621483375959,0.974,0,wdc-fullsize
domain-simple-force (Product),0.936,0.7710651828298887,0.6398416886543535,0.97,0,wdc-fullsize
domain-complex-free (Product),0.9519832985386222,0.8145161290322581,0.696551724137931,0.9805825242718447,0,abt-buy-full
domain-simple-free (Product),0.9551148225469729,0.823045267489712,0.7142857142857143,0.970873786407767,0,abt-buy-full
domain-complex-force (Product),0.9509394572025052,0.812,0.6904761904761905,0.9854368932038835,0,abt-buy-full
domain-simple-force (Product),0.9519832985386222,0.8130081300813008,0.6993006993006993,0.970873786407767,0,abt-buy-full
domain-complex-free (Product),0.7640645442651548,0.4595404595404595,0.29986962190352023,0.9829059829059829,0,amazon-google-full
domain-simple-free (Product),0.7570867858700393,0.4523107177974435,0.2937420178799489,0.9829059829059829,0,amazon-google-full
domain-complex-force (Product),0.7457479284779764,0.44103547459252157,0.2843016069221261,0.9829059829059829,0,amazon-google-full
domain-simple-force (Product),0.7317924116877453,0.42684063373718545,0.2729439809296782,0.9786324786324786,0,amazon-google-full
domain-complex-free (Product),0.8096632503660323,0.4948186528497409,0.3298791018998273,0.9896373056994818,0,walmart-amazon
domain-simple-free (Product),0.8164958516349439,0.5026455026455027,0.33747779751332146,0.9844559585492227,0,walmart-amazon
domain-complex-force (Product),0.8047828208882382,0.4897959183673469,0.3248730964467005,0.9948186528497409,0,walmart-amazon
domain-simple-force (Product),0.8150317227916056,0.5019710906701709,0.3362676056338028,0.9896373056994818,0,walmart-amazon
