Task,Accuracy,F1 Score,Precision,Recall,Num -1 Responses,Dataset
domain-complex-free (Product),0.7852512155591572,0.6085672082717873,0.4650112866817156,0.8803418803418803,0,amazon-google
domain-simple-free (Product),0.8022690437601296,0.6175548589341693,0.4876237623762376,0.8418803418803419,0,amazon-google
domain-complex-force (Product),0.7803889789303079,0.5973254086181278,0.45785876993166286,0.8589743589743589,0,amazon-google
domain-simple-force (Product),0.799837925445705,0.6182380216383307,0.48426150121065376,0.8547008547008547,0,amazon-google
domain-complex-free (Product),0.903954802259887,0.7832422586520947,0.7190635451505016,0.86,0,wdc
domain-simple-free (Product),0.9152542372881356,0.7984644913627639,0.7675276752767528,0.832,0,wdc
domain-complex-force (Product),0.903954802259887,0.7840290381125227,0.717607973421927,0.864,0,wdc
domain-simple-force (Product),0.9087974172719936,0.788785046728972,0.7403508771929824,0.844,0,wdc
domain-complex-free (Product),0.9361525704809287,0.8322440087145969,0.7549407114624506,0.9271844660194175,0,abt-buy
domain-simple-free (Product),0.9519071310116086,0.8663594470046083,0.8245614035087719,0.912621359223301,0,abt-buy
domain-complex-force (Product),0.939469320066335,0.8381374722838137,0.7714285714285715,0.9174757281553398,0,abt-buy
domain-simple-force (Product),0.9419568822553898,0.8416289592760181,0.788135593220339,0.9029126213592233,0,abt-buy
domain-complex-free (Product),0.7945922372437855,0.44260355029585796,0.3060556464811784,0.7991452991452992,0,amazon-google-full
domain-simple-free (Product),0.8072394243349325,0.4488778054862843,0.31690140845070425,0.7692307692307693,0,amazon-google-full
domain-complex-force (Product),0.7706061927605756,0.4319654427645788,0.28901734104046245,0.8547008547008547,0,amazon-google-full
domain-simple-force (Product),0.7692978630614915,0.43543223052294555,0.2901849217638691,0.8717948717948718,0,amazon-google-full
domain-complex-free (Product),0.9142222222222223,0.6851549755301795,0.5785123966942148,0.84,0,wdc-fullsize
domain-simple-free (Product),0.9288888888888889,0.7212543554006968,0.6388888888888888,0.828,0,wdc-fullsize
domain-complex-force (Product),0.9062222222222223,0.6682389937106918,0.5505181347150259,0.85,0,wdc-fullsize
domain-simple-force (Product),0.9111111111111111,0.6774193548387096,0.5675675675675675,0.84,0,wdc-fullsize
domain-complex-free (Product),0.9170146137787056,0.7005649717514124,0.5723076923076923,0.9029126213592233,0,abt-buy-full
domain-simple-free (Product),0.9217118997912317,0.6987951807228916,0.5958904109589042,0.8446601941747572,0,abt-buy-full
domain-complex-force (Product),0.8971816283924844,0.650088809946714,0.5126050420168067,0.8883495145631068,0,abt-buy-full
domain-simple-force (Product),0.9029227557411273,0.6618181818181819,0.5290697674418605,0.883495145631068,0,abt-buy-full
domain-complex-free (Product),0.8160078086871645,0.45911047345767575,0.31746031746031744,0.8290155440414507,0,walmart-amazon
domain-simple-free (Product),0.8404099560761347,0.48503937007874015,0.34841628959276016,0.7979274611398963,0,walmart-amazon
domain-complex-force (Product),0.8101512933138116,0.4544179523141655,0.31153846153846154,0.8393782383419689,0,walmart-amazon
domain-simple-force (Product),0.828696925329429,0.47690014903129657,0.33472803347280333,0.8290155440414507,0,walmart-amazon
domain-complex-free (Product),0.7438174851967956,0.5602391629297458,0.41186813186813187,0.8757009345794392,0,dblp-scholar
domain-simple-free (Product),0.7323232323232324,0.5520256484989798,0.40110122829309613,0.8850467289719626,0,dblp-scholar
domain-complex-force (Product),0.7422500870776733,0.5695171611401978,0.41342905405405406,0.9149532710280374,0,dblp-scholar
domain-simple-force (Product),0.7021943573667712,0.5403225806451613,0.37924528301886795,0.9392523364485982,0,dblp-scholar
domain-complex-free (Product),0.898099474322685,0.748,0.6726618705035972,0.8423423423423423,0,dblp-acm
domain-simple-free (Product),0.9061868176304084,0.7505376344086021,0.7181069958847737,0.786036036036036,0,dblp-acm
domain-complex-force (Product),0.9114435907804286,0.7846607669616519,0.6963350785340314,0.8986486486486487,0,dblp-acm
domain-simple-force (Product),0.9001213101496158,0.7461459403905447,0.6862003780718336,0.8175675675675675,0,dblp-acm
